InvoiceNo,invoice_first_date,customer_id,country,invoice_revenue,n_lines
539406,2010-12-17 12:43:00,16711.0,United Kingdom,214.20000000000002,1
539407,2010-12-17 12:56:00,12726.0,France,170.28,6
539408,2010-12-17 12:56:00,12720.0,Germany,183.74,15
539410,2010-12-17 13:17:00,16353.0,United Kingdom,102.0,1
539411,2010-12-17 13:29:00,14243.0,United Kingdom,258.7,11
539414,2010-12-17 13:45:00,16931.0,United Kingdom,212.61,40
539415,2010-12-17 13:49:00,15204.0,United Kingdom,316.58,9
539416,2010-12-17 13:56:00,17888.0,United Kingdom,29.43,3
539417,2010-12-17 13:57:00,17007.0,United Kingdom,72.0,4
539418,2010-12-17 13:58:00,17007.0,United Kingdom,135.12,8
539419,2010-12-17 14:10:00,12431.0,Australia,415.7,10
539420,2010-12-17 14:15:00,15160.0,United Kingdom,158.16,4
539421,2010-12-17 14:21:00,14016.0,EIRE,753.74,39
539422,2010-12-17 14:23:00,13033.0,United Kingdom,190.55,11
539423,2010-12-17 14:24:00,15811.0,United Kingdom,148.95,7
539435,2010-12-17 14:46:00,12691.0,France,180.0,5
539439,2010-12-17 15:14:00,13869.0,United Kingdom,323.62,21
539440,2010-12-17 15:15:00,16607.0,United Kingdom,250.0,1
539442,2010-12-17 15:39:00,16558.0,United Kingdom,311.15000000000003,15
539443,2010-12-17 15:52:00,14031.0,United Kingdom,668.88,6
539444,2010-12-17 15:52:00,14146.0,United Kingdom,1241.43,35
539445,2010-12-17 15:57:00,17865.0,United Kingdom,323.38,6
539446,2010-12-17 15:58:00,12705.0,Germany,858.0,30
539447,2010-12-17 16:00:00,12395.0,Belgium,333.82,19
539450,2010-12-17 16:53:00,15570.0,United Kingdom,196.75,29
539452,2010-12-17 17:06:00,15856.0,United Kingdom,741.22,9
539454,2010-12-17 17:12:00,17377.0,United Kingdom,196.78,9
539455,2010-12-17 17:17:00,12748.0,United Kingdom,121.02,28
539456,2010-12-17 17:23:00,16885.0,United Kingdom,190.65,30
539459,2010-12-17 17:33:00,12839.0,United Kingdom,334.84000000000003,15
539460,2010-12-17 18:07:00,12931.0,United Kingdom,33.0,1
539461,2010-12-19 10:21:00,17243.0,United Kingdom,259.55,14
539462,2010-12-19 11:19:00,14032.0,United Kingdom,315.56,15
539463,2010-12-19 11:19:00,18077.0,United Kingdom,191.46,17
539464,2010-12-19 11:35:00,17913.0,United Kingdom,218.05,31
539465,2010-12-19 11:38:00,16684.0,United Kingdom,2062.44,12
539466,2010-12-19 12:46:00,12668.0,Germany,469.87,24
539468,2010-12-19 13:31:00,15044.0,United Kingdom,663.8000000000001,26
539469,2010-12-19 13:59:00,17841.0,United Kingdom,283.52,34
539470,2010-12-19 14:03:00,14472.0,United Kingdom,279.88,36
539471,2010-12-19 14:16:00,17358.0,United Kingdom,246.70000000000002,42
539472,2010-12-19 14:23:00,15581.0,United Kingdom,31.62,17
539473,2010-12-19 14:24:00,14911.0,EIRE,411.1,18
539474,2010-12-19 14:27:00,15581.0,United Kingdom,12.8,7
539475,2010-12-19 14:41:00,16686.0,United Kingdom,364.98,86
539477,2010-12-19 14:58:00,18245.0,United Kingdom,365.73,27
539478,2010-12-19 15:07:00,17343.0,United Kingdom,193.64,17
539483,2010-12-19 15:31:00,17218.0,United Kingdom,99.5,9
539484,2010-12-19 15:44:00,15640.0,United Kingdom,947.1899999999999,62
539487,2010-12-20 09:22:00,16153.0,United Kingdom,215.01,10
539488,2010-12-20 09:37:00,12377.0,Switzerland,1001.52,43
539489,2010-12-20 09:41:00,16684.0,United Kingdom,311.7,2
539490,2010-12-20 10:00:00,17069.0,United Kingdom,306.15000000000003,15
539491,2010-12-20 10:09:00,14646.0,Netherlands,70.96000000000001,16
539496,2010-12-20 10:38:00,13050.0,United Kingdom,269.5,16
539497,2010-12-20 10:41:00,12944.0,United Kingdom,286.95,14
539498,2010-12-20 10:48:00,15279.0,United Kingdom,290.51,19
539501,2010-12-20 11:08:00,17085.0,United Kingdom,287.45,30
539502,2010-12-20 11:14:00,14099.0,United Kingdom,383.52,40
539551,2010-12-20 11:38:00,12721.0,France,286.6,15
539561,2010-12-20 11:41:00,16422.0,United Kingdom,339.72,8
539564,2010-12-20 11:45:00,18092.0,United Kingdom,756.12,6
539567,2010-12-20 11:58:00,13104.0,United Kingdom,101.76,1
539570,2010-12-20 12:05:00,15078.0,United Kingdom,327.6,14
539571,2010-12-20 12:06:00,15078.0,United Kingdom,15.9,1
539572,2010-12-20 12:14:00,14113.0,United Kingdom,433.5,2
539578,2010-12-20 12:45:00,13027.0,United Kingdom,1440.0,6
539579,2010-12-20 12:51:00,16713.0,United Kingdom,344.11,43
539580,2010-12-20 12:51:00,15312.0,United Kingdom,289.74,16
539581,2010-12-20 12:51:00,16143.0,United Kingdom,455.6,11
539586,2010-12-20 13:08:00,14298.0,United Kingdom,962.24,27
539587,2010-12-20 13:10:00,14298.0,United Kingdom,754.16,20
539588,2010-12-20 13:11:00,14527.0,United Kingdom,138.85,19
539590,2010-12-20 13:21:00,14733.0,United Kingdom,832.0799999999999,17
539591,2010-12-20 13:24:00,14062.0,United Kingdom,237.60000000000002,1
539592,2010-12-20 13:27:00,13319.0,United Kingdom,14.850000000000001,1
539593,2010-12-20 13:31:00,13319.0,United Kingdom,776.95,32
539594,2010-12-20 13:31:00,17621.0,United Kingdom,239.4,4
539597,2010-12-20 13:52:00,17090.0,United Kingdom,61.199999999999996,2
539604,2010-12-20 14:06:00,16353.0,United Kingdom,102.0,1
539607,2010-12-20 14:10:00,12681.0,France,1084.59,47
539609,2010-12-20 14:15:00,15527.0,United Kingdom,221.4,18
539610,2010-12-20 14:33:00,14606.0,United Kingdom,109.88,26
539628,2010-12-20 14:49:00,18097.0,United Kingdom,182.52,7
539629,2010-12-20 14:51:00,14062.0,United Kingdom,239.9,6
539630,2010-12-20 14:59:00,17230.0,United Kingdom,751.0,12
539633,2010-12-20 15:09:00,17230.0,United Kingdom,73.80000000000001,3
539634,2010-12-20 15:12:00,17230.0,United Kingdom,144.5,2
539635,2010-12-20 15:14:00,14051.0,United Kingdom,728.0400000000001,13
539636,2010-12-20 15:15:00,12481.0,Germany,631.96,12
539637,2010-12-20 15:22:00,14083.0,United Kingdom,112.68,19
539639,2010-12-20 15:26:00,14083.0,United Kingdom,37.67,10
539641,2010-12-20 15:30:00,15311.0,United Kingdom,134.14,8
539642,2010-12-20 15:35:00,15867.0,United Kingdom,242.92000000000002,43
539645,2010-12-20 16:03:00,17230.0,United Kingdom,0.95,1
539646,2010-12-20 16:04:00,17230.0,United Kingdom,28.5,1
539647,2010-12-20 16:08:00,15460.0,United Kingdom,216.76,58
539653,2010-12-20 16:50:00,13564.0,United Kingdom,658.38,41
539654,2010-12-20 17:05:00,17340.0,United Kingdom,1689.12,50
539658,2010-12-21 09:34:00,17213.0,United Kingdom,302.95,16
539659,2010-12-21 09:47:00,15034.0,United Kingdom,842.9,39
539660,2010-12-21 09:48:00,15581.0,United Kingdom,9.2,4
539662,2010-12-21 10:18:00,14135.0,United Kingdom,117.60000000000001,4
539663,2010-12-21 10:26:00,17961.0,United Kingdom,396.84999999999997,42
539664,2010-12-21 10:30:00,14135.0,United Kingdom,25.200000000000003,1
539666,2010-12-21 10:41:00,16029.0,United Kingdom,479.4,4
539675,2010-12-21 10:51:00,12971.0,United Kingdom,114.60000000000001,2
539676,2010-12-21 10:54:00,12423.0,Belgium,237.93,16
539688,2010-12-21 11:00:00,12678.0,France,150.0,1
539716,2010-12-21 12:57:00,17990.0,United Kingdom,148.0,5
539717,2010-12-21 13:03:00,15208.0,United Kingdom,65.4,3
539720,2010-12-21 13:22:00,16996.0,United Kingdom,97.84,3
539721,2010-12-21 13:34:00,17306.0,United Kingdom,324.0,1
539722,2010-12-21 13:45:00,14911.0,EIRE,762.3000000000001,28
539723,2010-12-21 13:49:00,14737.0,United Kingdom,434.0,8
539724,2010-12-21 13:53:00,13029.0,United Kingdom,382.5,1
539725,2010-12-21 13:58:00,17211.0,United Kingdom,182.19,20
539727,2010-12-21 14:26:00,12678.0,France,71.28,4
539728,2010-12-21 14:26:00,16270.0,United Kingdom,1141.24,54
539730,2010-12-21 14:54:00,13487.0,United Kingdom,193.15,11
539731,2010-12-21 15:05:00,14646.0,Netherlands,8520.92,54
539732,2010-12-21 15:09:00,16996.0,United Kingdom,29.700000000000003,1
539752,2010-12-21 15:43:00,12515.0,Italy,383.7,16
539754,2010-12-21 16:06:00,12748.0,United Kingdom,69.29,16
539755,2010-12-21 16:08:00,17961.0,United Kingdom,45.35,6
539760,2010-12-21 17:16:00,17400.0,United Kingdom,424.17,37
539761,2010-12-22 10:29:00,17593.0,United Kingdom,662.9,26
539762,2010-12-22 10:29:00,13953.0,United Kingdom,500.0,1
539764,2010-12-22 11:07:00,14533.0,United Kingdom,433.5,10
539766,2010-12-22 11:11:00,14092.0,United Kingdom,351.08,28
539826,2010-12-22 12:39:00,15044.0,United Kingdom,615.6,31
539828,2010-12-22 12:44:00,15044.0,United Kingdom,23.8,1
539829,2010-12-22 12:47:00,12734.0,France,110.39999999999999,4
539831,2010-12-22 13:17:00,14606.0,United Kingdom,108.63,16
539835,2010-12-22 13:39:00,16477.0,United Kingdom,318.75,19
539836,2010-12-22 13:46:00,17894.0,United Kingdom,135.34,21
539837,2010-12-22 13:48:00,14532.0,United Kingdom,222.6,14
539840,2010-12-22 14:28:00,12383.0,Belgium,600.72,37
539858,2010-12-22 16:19:00,18092.0,United Kingdom,610.8,3
539859,2010-12-22 16:23:00,17905.0,United Kingdom,192.4,5
539864,2010-12-23 09:55:00,15562.0,United Kingdom,134.55,1
539865,2010-12-23 09:59:00,15587.0,United Kingdom,344.88,3
539867,2010-12-23 10:38:00,13922.0,United Kingdom,172.25,7
539920,2010-12-23 11:06:00,14085.0,United Kingdom,390.95,32
539921,2010-12-23 11:09:00,12748.0,United Kingdom,20.3,5
539933,2010-12-23 11:24:00,15235.0,United Kingdom,529.59,34
539946,2010-12-23 11:46:00,13817.0,Germany,128.7,9
539953,2010-12-23 12:03:00,12748.0,United Kingdom,12.35,4
539954,2010-12-23 12:04:00,13777.0,United Kingdom,121.62,3
539957,2010-12-23 12:58:00,12585.0,Germany,1262.85,65
539978,2010-12-23 14:06:00,13165.0,United Kingdom,354.64,13
539981,2010-12-23 14:35:00,13304.0,United Kingdom,300.42,21
539982,2010-12-23 14:40:00,15311.0,United Kingdom,256.61,20
539984,2010-12-23 14:58:00,14911.0,EIRE,289.85,15
539985,2010-12-23 15:16:00,15856.0,United Kingdom,968.77,14
539987,2010-12-23 15:32:00,12748.0,United Kingdom,6.95,1
539988,2010-12-23 16:06:00,18116.0,United Kingdom,353.69,89
539993,2011-01-04 10:00:00,13313.0,United Kingdom,307.3,17
540001,2011-01-04 10:22:00,18097.0,United Kingdom,474.66,9
540002,2011-01-04 10:23:00,16656.0,United Kingdom,310.28,4
540003,2011-01-04 10:37:00,16875.0,United Kingdom,368.8,22
540004,2011-01-04 10:37:00,13094.0,United Kingdom,76.32000000000001,1
540005,2011-01-04 10:38:00,17315.0,United Kingdom,190.56,16
540013,2011-01-04 11:30:00,16255.0,United Kingdom,299.6,34
540014,2011-01-04 11:34:00,14606.0,United Kingdom,339.68,58
540015,2011-01-04 11:40:00,13319.0,United Kingdom,510.89,28
540016,2011-01-04 11:42:00,16282.0,United Kingdom,168.3,11
540017,2011-01-04 11:48:00,13963.0,United Kingdom,215.41,13
540019,2011-01-04 12:18:00,12957.0,United Kingdom,413.68,29
540020,2011-01-04 12:45:00,14462.0,United Kingdom,109.3,3
540021,2011-01-04 12:51:00,17841.0,United Kingdom,516.97,71
540022,2011-01-04 12:57:00,17188.0,United Kingdom,388.72,10
540023,2011-01-04 12:58:00,15039.0,United Kingdom,794.66,48
540024,2011-01-04 13:03:00,15039.0,United Kingdom,23.8,1
540025,2011-01-04 13:22:00,17428.0,United Kingdom,323.04,11
540027,2011-01-04 13:30:00,14210.0,United Kingdom,363.66,22
540028,2011-01-04 13:38:00,14180.0,United Kingdom,284.6,13
540029,2011-01-04 13:47:00,16029.0,United Kingdom,90.0,1
540031,2011-01-04 13:50:00,17975.0,United Kingdom,431.88000000000005,30
540032,2011-01-04 13:50:00,13397.0,United Kingdom,299.92,8
540033,2011-01-04 14:12:00,13680.0,United Kingdom,871.48,49
540040,2011-01-04 14:20:00,12483.0,Sweden,547.56,13
540043,2011-01-04 14:21:00,15164.0,United Kingdom,173.39000000000001,16
540059,2011-01-04 14:33:00,17457.0,United Kingdom,385.8,4
540060,2011-01-04 14:40:00,14732.0,United Kingdom,203.1,10
540073,2011-01-04 14:47:00,16814.0,United Kingdom,644.13,22
540093,2011-01-04 15:24:00,16725.0,United Kingdom,112.30000000000001,17
540094,2011-01-04 15:33:00,14221.0,United Kingdom,312.95,18
540095,2011-01-04 15:40:00,14553.0,United Kingdom,201.94,23
540096,2011-01-04 15:43:00,13253.0,United Kingdom,476.48,16
540098,2011-01-04 15:50:00,16241.0,United Kingdom,160.38,57
540099,2011-01-04 16:41:00,15808.0,United Kingdom,733.92,41
540113,2011-01-05 09:11:00,13126.0,United Kingdom,323.87,18
540114,2011-01-05 09:44:00,15498.0,United Kingdom,243.4,9
540115,2011-01-05 09:51:00,15235.0,United Kingdom,112.65,8
540120,2011-01-05 10:08:00,17675.0,United Kingdom,969.36,22
540121,2011-01-05 10:35:00,16145.0,United Kingdom,366.06,17
540122,2011-01-05 10:39:00,13694.0,United Kingdom,1179.6,23
540126,2011-01-05 10:45:00,13798.0,United Kingdom,1209.1,10
540130,2011-01-05 10:46:00,13798.0,United Kingdom,393.9,2
540146,2011-01-05 10:51:00,15002.0,United Kingdom,261.5,25
540148,2011-01-05 10:58:00,14189.0,United Kingdom,364.8,22
540149,2011-01-05 11:00:00,12921.0,United Kingdom,481.7,24
540153,2011-01-05 11:25:00,15841.0,United Kingdom,331.6,7
540157,2011-01-05 11:41:00,15311.0,United Kingdom,1145.33,51
540159,2011-01-05 11:47:00,16112.0,United Kingdom,72.0,2
540160,2011-01-05 11:50:00,15769.0,United Kingdom,2574.48,3
540161,2011-01-05 11:52:00,16719.0,United Kingdom,152.45,16
540162,2011-01-05 11:52:00,13089.0,United Kingdom,95.65,6
540163,2011-01-05 11:52:00,13089.0,United Kingdom,958.93,54
540166,2011-01-05 12:09:00,13629.0,United Kingdom,660.0,3
540167,2011-01-05 12:13:00,16600.0,United Kingdom,125.86,9
540168,2011-01-05 12:15:00,13715.0,United Kingdom,445.22,52
540169,2011-01-05 12:20:00,14527.0,United Kingdom,229.75,24
540170,2011-01-05 12:21:00,13767.0,United Kingdom,170.4,5
540172,2011-01-05 12:29:00,18109.0,United Kingdom,138.98000000000002,18
540173,2011-01-05 12:32:00,15661.0,United Kingdom,116.0,1
540174,2011-01-05 12:35:00,16353.0,United Kingdom,102.0,1
540175,2011-01-05 12:37:00,16532.0,United Kingdom,1910.4,1
540176,2011-01-05 12:40:00,17511.0,United Kingdom,3862.14,34
540178,2011-01-05 12:42:00,12681.0,France,556.07,34
540179,2011-01-05 12:54:00,16033.0,United Kingdom,481.14,54
540180,2011-01-05 13:05:00,15984.0,United Kingdom,107.89,12
540181,2011-01-05 13:09:00,13199.0,United Kingdom,199.44,2
540182,2011-01-05 13:29:00,14739.0,United Kingdom,229.56,6
540183,2011-01-05 13:37:00,15093.0,United Kingdom,1220.4,21
540184,2011-01-05 13:40:00,15266.0,United Kingdom,119.3,6
540185,2011-01-05 13:40:00,14653.0,United Kingdom,344.81,29
540187,2011-01-05 13:53:00,15358.0,United Kingdom,653.86,41
540188,2011-01-05 13:57:00,16771.0,United Kingdom,296.66,34
540239,2011-01-05 14:48:00,12682.0,France,835.11,40
540240,2011-01-05 15:09:00,17585.0,United Kingdom,417.81,28
540242,2011-01-05 15:30:00,15046.0,United Kingdom,511.95,29
540245,2011-01-05 15:42:00,13082.0,United Kingdom,379.44,7
540247,2011-01-05 15:56:00,15464.0,United Kingdom,1048.85,157
540248,2011-01-05 15:57:00,15034.0,United Kingdom,583.45,43
540249,2011-01-05 16:00:00,15298.0,United Kingdom,305.74,15
540251,2011-01-05 16:06:00,12748.0,United Kingdom,12.75,1
540253,2011-01-05 16:28:00,13225.0,United Kingdom,1263.72,8
540257,2011-01-05 17:33:00,12748.0,United Kingdom,238.55,13
540258,2011-01-06 08:52:00,14045.0,United Kingdom,682.8,3
540259,2011-01-06 09:00:00,18226.0,United Kingdom,417.3,21
540260,2011-01-06 09:40:00,13097.0,United Kingdom,771.29,41
540261,2011-01-06 09:57:00,13089.0,United Kingdom,730.88,13
540262,2011-01-06 10:01:00,14045.0,United Kingdom,242.54999999999998,1
540263,2011-01-06 10:03:00,18062.0,United Kingdom,169.8,5
540264,2011-01-06 10:20:00,17949.0,United Kingdom,432.0,1
540265,2011-01-06 10:46:00,15271.0,United Kingdom,253.1,16
540267,2011-01-06 11:12:00,12415.0,Australia,7011.38,46
540268,2011-01-06 11:25:00,13458.0,United Kingdom,1489.18,53
540269,2011-01-06 11:39:00,14135.0,United Kingdom,186.0,8
540273,2011-01-06 11:57:00,17368.0,United Kingdom,563.15,17
540274,2011-01-06 11:59:00,14618.0,United Kingdom,211.8,5
540275,2011-01-06 12:11:00,13680.0,United Kingdom,1520.1100000000001,21
540276,2011-01-06 12:16:00,14680.0,United Kingdom,1520.11,21
540277,2011-01-06 12:18:00,14258.0,United Kingdom,3120.2200000000003,31
540278,2011-01-06 12:31:00,15719.0,United Kingdom,433.04,104
540279,2011-01-06 12:32:00,13368.0,United Kingdom,35.400000000000006,1
540280,2011-01-06 12:37:00,12386.0,Australia,143.0,2
540288,2011-01-06 12:45:00,17634.0,United Kingdom,785.65,74
540316,2011-01-06 13:00:00,16676.0,United Kingdom,464.82,29
540345,2011-01-06 13:19:00,14299.0,United Kingdom,621.9,9
540348,2011-01-06 13:56:00,12841.0,United Kingdom,224.11,28
540349,2011-01-06 14:07:00,15379.0,United Kingdom,660.15,42
540350,2011-01-06 14:14:00,18283.0,United Kingdom,108.45,57
540351,2011-01-06 14:26:00,12735.0,France,319.77,22
540353,2011-01-06 14:53:00,13764.0,United Kingdom,499.89,69
540354,2011-01-06 14:58:00,13576.0,United Kingdom,623.6800000000001,16
540357,2011-01-06 15:14:00,13093.0,United Kingdom,1374.46,42
540358,2011-01-06 15:25:00,13599.0,United Kingdom,369.14,9
540359,2011-01-06 15:29:00,18041.0,United Kingdom,377.7,27
540361,2011-01-06 15:41:00,13408.0,United Kingdom,304.2,6
540362,2011-01-06 15:42:00,13656.0,United Kingdom,162.70000000000002,31
540363,2011-01-06 15:54:00,12971.0,United Kingdom,185.1,3
540364,2011-01-06 16:03:00,14505.0,United Kingdom,317.06,45
540365,2011-01-06 16:12:00,12413.0,France,479.25,24
540370,2011-01-06 16:25:00,13094.0,United Kingdom,76.32000000000001,1
540371,2011-01-06 16:35:00,14312.0,United Kingdom,309.55,15
540372,2011-01-06 16:41:00,13081.0,United Kingdom,3527.64,169
540373,2011-01-06 17:10:00,13280.0,United Kingdom,307.35,37
540374,2011-01-06 17:19:00,15845.0,United Kingdom,303.36,13
540383,2011-01-06 17:47:00,16422.0,United Kingdom,406.77000000000004,6
540387,2011-01-06 17:58:00,16306.0,United Kingdom,175.15,13
540395,2011-01-06 18:24:00,14702.0,United Kingdom,237.65,20
540396,2011-01-06 18:33:00,14031.0,United Kingdom,969.24,10
540397,2011-01-06 18:57:00,13187.0,United Kingdom,236.02,37
540399,2011-01-07 09:23:00,14047.0,United Kingdom,9.3,1
540401,2011-01-07 09:31:00,16013.0,United Kingdom,797.5999999999999,2
540402,2011-01-07 09:31:00,16567.0,United Kingdom,557.5600000000001,26
540404,2011-01-07 09:40:00,12947.0,United Kingdom,301.66,16
540405,2011-01-07 09:50:00,14828.0,United Kingdom,582.0,5
540406,2011-01-07 09:53:00,13798.0,United Kingdom,495.0,3
540407,2011-01-07 09:55:00,16839.0,United Kingdom,427.47,11
540408,2011-01-07 09:55:00,16013.0,United Kingdom,637.5,1
540409,2011-01-07 10:00:00,16019.0,United Kingdom,504.25,17
540410,2011-01-07 10:04:00,12530.0,Germany,387.40000000000003,13
540411,2011-01-07 10:24:00,16551.0,United Kingdom,311.07,11
540412,2011-01-07 10:27:00,13842.0,United Kingdom,303.0,18
540413,2011-01-07 10:29:00,15194.0,United Kingdom,331.55,20
540414,2011-01-07 10:32:00,12481.0,Germany,603.09,24
540415,2011-01-07 10:47:00,16889.0,United Kingdom,523.05,48
540416,2011-01-07 10:55:00,16473.0,United Kingdom,149.41,8
540420,2011-01-07 11:13:00,12829.0,United Kingdom,207.25,6
540452,2011-01-07 11:49:00,13750.0,United Kingdom,325.44,1
540453,2011-01-07 11:54:00,13426.0,United Kingdom,302.45,23
540454,2011-01-07 11:57:00,16191.0,United Kingdom,368.52,8
540455,2011-01-07 12:07:00,12583.0,France,730.16,22
540456,2011-01-07 12:14:00,13534.0,United Kingdom,188.0,11
540457,2011-01-07 12:26:00,14217.0,United Kingdom,102.5,4
540458,2011-01-07 12:28:00,12501.0,Germany,2169.39,149
540459,2011-01-07 12:35:00,16191.0,United Kingdom,479.1,10
540460,2011-01-07 12:44:00,15607.0,United Kingdom,104.76,13
540461,2011-01-07 12:44:00,15139.0,United Kingdom,122.10000000000001,8
540462,2011-01-07 12:45:00,16779.0,United Kingdom,434.95000000000005,16
540463,2011-01-07 13:13:00,12489.0,France,334.93,15
540464,2011-01-07 13:17:00,14298.0,United Kingdom,1429.9,52
540465,2011-01-07 13:30:00,17707.0,United Kingdom,83.7,3
540466,2011-01-07 13:34:00,15649.0,United Kingdom,306.0,1
540467,2011-01-07 13:39:00,18198.0,United Kingdom,300.54,19
540469,2011-01-07 14:04:00,12484.0,Spain,1138.67,98
540471,2011-01-07 14:21:00,15601.0,United Kingdom,688.45,39
540472,2011-01-07 14:22:00,18179.0,United Kingdom,335.8,18
540473,2011-01-07 14:31:00,17284.0,United Kingdom,716.11,131
540475,2011-01-07 14:43:00,15311.0,United Kingdom,141.48000000000002,9
540477,2011-01-07 14:49:00,13233.0,United Kingdom,304.24,17
540478,2011-01-07 14:53:00,15769.0,United Kingdom,2970.0,8
540479,2011-01-07 15:19:00,14889.0,United Kingdom,135.9,10
540480,2011-01-07 15:27:00,12480.0,Germany,816.25,42
540481,2011-01-07 15:42:00,16955.0,United Kingdom,165.88,8
540482,2011-01-07 15:48:00,14672.0,United Kingdom,285.28000000000003,34
540489,2011-01-07 16:32:00,13593.0,United Kingdom,559.85,39
540493,2011-01-07 16:34:00,14867.0,United Kingdom,300.74,15
540496,2011-01-07 17:18:00,15485.0,United Kingdom,328.54,20
540498,2011-01-09 10:06:00,17243.0,United Kingdom,268.8,10
540499,2011-01-09 10:21:00,16923.0,United Kingdom,365.2,24
540500,2011-01-09 10:26:00,15465.0,United Kingdom,390.29999999999995,5
540501,2011-01-09 10:43:00,13162.0,United Kingdom,753.26,37
540502,2011-01-09 10:50:00,13183.0,United Kingdom,625.04,20
540504,2011-01-09 11:02:00,13668.0,United Kingdom,208.56,24
540505,2011-01-09 11:05:00,17095.0,United Kingdom,313.15,16
540506,2011-01-09 11:12:00,17796.0,United Kingdom,282.25,35
540507,2011-01-09 11:20:00,12939.0,United Kingdom,1933.2,6
540508,2011-01-09 11:20:00,14810.0,United Kingdom,146.55,16
540509,2011-01-09 11:27:00,14800.0,United Kingdom,537.99,52
540510,2011-01-09 11:32:00,15611.0,United Kingdom,104.25,3
540511,2011-01-09 11:34:00,14472.0,United Kingdom,334.26,34
540512,2011-01-09 11:39:00,17114.0,United Kingdom,142.24,29
540513,2011-01-09 11:41:00,13758.0,United Kingdom,422.4,9
540514,2011-01-09 11:43:00,15708.0,United Kingdom,431.77,44
540515,2011-01-09 11:54:00,15059.0,United Kingdom,182.78,29
540516,2011-01-09 12:01:00,16326.0,United Kingdom,267.2,30
540517,2011-01-09 12:02:00,17128.0,United Kingdom,157.09,14
540518,2011-01-09 12:03:00,14761.0,United Kingdom,97.5,7
540519,2011-01-09 12:12:00,12793.0,Portugal,413.68,17
540520,2011-01-09 12:31:00,17555.0,United Kingdom,195.45,49
540521,2011-01-09 12:46:00,12651.0,France,114.0,9
540522,2011-01-09 12:50:00,13102.0,United Kingdom,301.28,16
540523,2011-01-09 12:51:00,13069.0,United Kingdom,340.94,36
540524,2011-01-09 12:53:00,16735.0,United Kingdom,660.36,47
540525,2011-01-09 13:02:00,16833.0,United Kingdom,309.48,18
540526,2011-01-09 13:41:00,14606.0,United Kingdom,229.48,38
540528,2011-01-09 13:50:00,17800.0,United Kingdom,136.05,12
540529,2011-01-09 13:50:00,16748.0,United Kingdom,479.0,15
540530,2011-01-09 14:02:00,14755.0,United Kingdom,488.46000000000004,27
540531,2011-01-09 14:03:00,16549.0,United Kingdom,119.49000000000001,33
540532,2011-01-09 14:11:00,14702.0,United Kingdom,221.7,20
540533,2011-01-09 14:12:00,15005.0,United Kingdom,141.05,25
540534,2011-01-09 14:17:00,12971.0,United Kingdom,25.2,2
540536,2011-01-09 14:21:00,17757.0,United Kingdom,145.5,25
540537,2011-01-09 14:28:00,13565.0,United Kingdom,110.17999999999999,13
540538,2011-01-09 14:36:00,17841.0,United Kingdom,279.02,31
540539,2011-01-09 14:42:00,18260.0,United Kingdom,557.07,26
540540,2011-01-09 15:10:00,17218.0,United Kingdom,169.35,22
540541,2011-01-09 15:13:00,15799.0,United Kingdom,320.21999999999997,22
540542,2011-01-09 15:18:00,15107.0,United Kingdom,78.2,5
540543,2011-01-09 15:23:00,14395.0,United Kingdom,380.68,36
540544,2011-01-09 15:32:00,18032.0,United Kingdom,73.5,5
540545,2011-01-09 15:35:00,13451.0,United Kingdom,401.49,48
540546,2011-01-09 15:56:00,12766.0,Portugal,686.48,35
540547,2011-01-09 16:07:00,14911.0,EIRE,258.0,13
540548,2011-01-09 16:11:00,14794.0,United Kingdom,179.1,9
540550,2011-01-10 09:11:00,12539.0,Spain,1715.85,93
540552,2011-01-10 09:44:00,16350.0,United Kingdom,376.7,22
540553,2011-01-10 09:48:00,12500.0,Germany,344.94,5
540554,2011-01-10 09:55:00,18171.0,United Kingdom,240.45000000000002,15
540557,2011-01-10 09:58:00,12415.0,Australia,81.6,1
540561,2011-01-10 10:32:00,13004.0,United Kingdom,326.78,23
540562,2011-01-10 10:35:00,12524.0,Germany,337.39,16
540563,2011-01-10 10:35:00,15100.0,United Kingdom,175.2,1
540565,2011-01-10 10:44:00,16422.0,United Kingdom,102.0,1
540566,2011-01-10 10:58:00,17811.0,United Kingdom,185.97,46
540567,2011-01-10 11:09:00,16850.0,United Kingdom,332.41,19
540568,2011-01-10 11:22:00,15039.0,United Kingdom,646.54,42
540595,2011-01-10 11:35:00,14321.0,United Kingdom,326.82,29
540604,2011-01-10 11:38:00,15326.0,United Kingdom,311.71,29
540630,2011-01-10 11:59:00,17849.0,United Kingdom,217.75,8
540635,2011-01-10 12:03:00,14229.0,United Kingdom,456.97,20
540636,2011-01-10 12:04:00,17381.0,United Kingdom,212.0,1
540639,2011-01-10 12:28:00,13107.0,United Kingdom,566.84,21
540640,2011-01-10 12:36:00,14527.0,United Kingdom,167.6,21
540641,2011-01-10 13:20:00,16497.0,United Kingdom,279.3,15
540642,2011-01-10 13:22:00,12681.0,France,1238.06,50
540644,2011-01-10 14:16:00,16303.0,United Kingdom,827.1800000000001,35
540645,2011-01-10 14:20:00,14060.0,United Kingdom,402.66,13
540647,2011-01-10 14:57:00,17406.0,United Kingdom,1248.32,93
540648,2011-01-10 14:58:00,15061.0,United Kingdom,969.87,15
540649,2011-01-10 14:59:00,15061.0,United Kingdom,404.12,8
540653,2011-01-10 15:07:00,17406.0,United Kingdom,250.0,1
